customer, age, occupation, regionType,marriageStatus, children, income,numHandsets,handsetAge,smartPhone,currentHandsetPrice, creditRating,homeOwner, creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
1039892,46, , , no, false,5,2,149, true,29.99, E, false, false,38.78,363.5,18.38,63.5,0.0,-7.27,-0.7756,36.22,14.33,6.0,0.157012281,-13.24959096,7.0,18,8.33,0,0,0, false
1019885,50, , suburban, no, false,6,2,193, true,29.99, B, false, true,9.68,9.5,10.0,0.0,0.0,0.29,0.0064,2.16,0.0,0.0,0.74906367,4.018579099,0.33,24,0.0,0,0,0, false
1074853,0, , , yes, true,7,1,399, true,0.0, B, false, false,44.87,355.0,39.91,0.0,0.24,-0.66,-0.0578,38.17,7.33,0.0,5.65247732,-27.29925465,1.0,14,0.0,0,0,0, false
1057099,0, , town, unknown, false,0,1,335, true,0.0, B, true, false,57.78,992.75,59.99,19.75,1.07,-2.455,-0.1506,89.88,21.67,0.33,1.27027027,-12.58067984,3.33,11,0.0,0,0,0, true
1002209,44, , , yes, false,4,2,298, true,29.99, A, false, true,165.18,415.25,159.99,8.0,0.0,0.475,-0.0388,48.4,16.67,14.33,2.472222222,8.321581767,6.0,46,0.33,0,0,0, false
1072268,38, , suburban, no, false,5,2,324, true,149.99, D, false, true,79.46,436.5,64.99,51.75,0.63,-0.75,-0.0594,104.67,16.33,1.67,2.15016473,-12.07598274,7.33,12,1.67,0,0,0, true
1078175,0, , , unknown, false,0,1,278, true,0.0, E, true, false,50.09,654.5,59.99,0.0,0.1,-0.43,-0.002,132.61,47.33,2.67,0.678056633,4.533064446,10.0,9,1.67,0,0,0, false
1010537,46, , , unknown, false,6,1,856, true,0.0, A, false, true,18.82,32.75,16.99,4.75,0.0,0.145,0.0234,0.49,0.0,0.0,2.284796574,-2.8642011089999997,0.33,28,0.0,0,0,0, false
1000243,0, , suburban, unknown, false,0,10,80, true,79.99, D, true, false,114.46,2035.0,75.0,323.75,0.0,10.22,0.6772,827.53,82.33,24.0,1.636914498,8.89660018,42.0,53,1.33,0,0,0, true
1006034,28, , rural, no, false,1,2,354, false,29.99, C, false, true,31.25,44.25,29.99,0.0,0.0,0.355,0.0342,0.14,3.0,0.0,1.4771838330000002,-11.4202492,1.33,31,0.0,0,0,0, false
1000511,38, clerical, suburban, no, false,5,6,268, true,59.99, A, false, true,93.2,1032.5,75.0,0.0,0.0,5.01,-0.2296,340.84,63.0,25.67,2.68783016,11.34143888,19.67,51,2.0,0,0,0, false
1033129,0, , , unknown, false,0,5,38, true,9.99, E, true, false,75.18,414.5,29.99,79.75,0.0,-3.37,-0.139,81.13,30.0,4.67,2.367288136,-15.12541561,6.33,18,0.0,0,0,0, false
1048505,34, , , unknown, false,6,1,512, true,0.0, B, true, true,10.25,231.0,10.0,0.0,0.0,-2.24,-0.005,54.71,11.0,8.0,1.869253342,11.28009202,3.67,17,0.0,0,0,0, false
1003172,60, professional, s, yes, false,8,3,66, true,79.99, A, false, true,142.63,1811.25,54.98,321.75,0.0,-0.025,0.3134,683.97,97.0,36.67,1.068217822,-0.023793877999999997,30.67,42,2.0,0,0,0, false
1095525,0, , , unknown, false,6,1,184, true,0.0, B, false, false,47.04,561.75,44.99,29.5,0.0,-1.375,-0.145,91.85,29.67,1.67,0.865808151,-21.59469834,9.0,7,12.33,0,0,0, false
1049090,0, , , unknown, false,0,2,84, true,9.99, F, true, false,26.31,49.0,19.99,15.75,0.0,0.36,0.0842,0.0,0.0,0.0,2.492537313,-19.31116117,0.0,13,0.0,0,0,0, true
1014582,52, , , yes, true,7,5,21, true,129.99, B, false, true,83.25,272.0,79.99,7.25,0.0,-0.58,-0.0652,79.07,15.0,32.0,2.17746005,9.553151427000001,2.33,25,3.0,0,0,0, true
1069066,22, , rural, no, false,1,2,433, true,149.99, C, false, no,165.87,1989.5,57.57,411.0,0.0,19.23,3.1458,135.78,154.33,28.33,0.542786885,17.08978267,33.0,15,13.33,0,0,0, true
1094993,0, , , no, false,6,1,194, true,0.0, C, false, false,54.44,475.75,49.99,25.5,0.0,-4.335,-0.209,41.69,31.0,3.0,0.758741982,-12.64435552,14.67,7,1.67,0,0,0, false
1025988,20, , town, unknown, false,1,2,500, true,29.99, B, false, true,47.52,394.0,32.49,19.75,2.53,-0.02,-0.059000000000000004,74.38,17.0,1.67,1.7348919280000001,-1.3781350469999998,10.33,26,0.0,0,0,0, true
1055725,56, , , yes, false,6,2,94, true,29.99, A, false, true,69.28,187.75,69.99,0.0,0.0,0.005,-0.1858,21.27,24.0,4.67,0.908403939,-12.88891781,8.0,11,0.67,0,0,0, true
1097326,0, , , unknown, false,0,1,189, true,0.0, E, true, f,137.75,1178.5,54.99,210.5,2.6,4.53,1.4184,222.54,44.33,4.33,1.1364327490000001,-9.405883577,21.33,7,4.67,0,0,0, true
1037463,0, , , unknown, false,0,5,47, true,129.99, D, true, false,231.6,1477.25,75.0,602.5,0.0,13.095,2.2128,201.2,63.0,14.67,0.785840333,14.02047622,13.0,19,0.0,0,0,0, false
1048914,34, professional, town, yes, true,7,1,463, false,0.0, C, false, true,31.97,170.75,39.99,0.0,0.0,1.405,0.0,24.12,3.33,0.33,2.102625298,12.8444361,1.0,15,0.0,0,0,0, false
1031291,50, , town, yes, false,8,1,630, true,0.0, B, false, true,71.49,246.5,29.99,100.75,0.0,0.87,0.3518,85.53,33.67,2.0,0.611060606,-6.406319356,2.33,21,0.0,0,0,0, true
1029031,52, retired, rural, unknown, false,3,1,685, true,0.0, B, false, true,34.99,581.0,44.99,0.0,0.0,1.82,0.0,23.12,4.67,0.67,0.950409125,-6.380542504,1.67,23,6.0,0,0,0, false
1002683,42, , suburban, yes, false,4,1,1138, true,0.0, D, true, false,30.27,10.0,30.0,0.0,0.0,0.06,-0.0054,0.0,0.0,0.0,2.67,6.117627317999999,0.0,37,0.0,0,0,0, true
