customer, age, occupation, regionType,marriageStatus, children, income,numHandsets,handsetAge,smartPhone,currentHandsetPrice, creditRating,homeOwner, creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
1079053,44, professional, town, yes, true,6,1,320, true,0.0, B, false, true,10.0,73.5,10.0,0.0,0.0,-0.01,0.0,15.55,2.33,3.33,2.030927835,3.461806497,2.33,11,0.0,0,0,0, true
1047967,0, , town, no, false,4,1,471, true,0.0, B, false, true,56.37,423.0,49.99,14.75,0.45,-0.92,-0.1276,107.37,4.0,0.0,1.327586207,-7.628694115,4.33,16,0.67,0,0,0, true
1094692,52, , , yes, false,4,1,201, true,0.0, E, false, false,81.59,1655.75,49.99,67.25,13.12,-0.895,-0.0848,257.67,46.67,15.67,0.595223214,-5.259017165,65.33,7,9.0,0,0,0, false
1045786,56, professional, suburban, yes, true,9,2,17, true,29.99, B, false, true,70.97,451.25,39.99,98.0,0.0,12.095,2.3244,114.27,53.33,9.33,1.188968938,-7.284916252,14.0,18,0.0,0,0,0, false
1039689,70, retired, , yes, false,5,2,212, true,29.99, C, false, true,63.83,479.75,44.99,68.5,1.44,2.705,-0.4616,39.21,18.33,0.33,1.6668181819999999,-4.751722635,4.0,18,1.0,0,0,0, false
1030055,0, , suburban, unknown, false,0,1,680, true,0.0, F, true, false,30.44,48.75,30.0,0.5,0.0,-0.795,-0.0088,3.31,1.0,0.33,2.9400352730000003,11.72520874,1.33,23,0.0,0,0,1, false
1053940,58, self-employed, town, yes, false,6,2,86, true,149.99, B, false, true,88.89,590.0,60.23,0.0,0.42,-4.58,-0.778,99.08,38.33,21.33,1.325,8.752412905,7.0,14,2.67,0,0,0, false
1096335,0, , , unknown, false,0,2,187, true,149.99, D, true, false,39.17,791.5,40.07,4.0,0.0,12.61,0.1444,96.26,45.67,15.67,0.788813195,5.055093136,10.33,8,21.67,0,0,0, false
1055853,68, , , unknown, false,7,2,323, false,9.99, B, false, true,10.09,65.5,10.0,0.0,0.0,-0.57,-0.0018,0.0,2.0,0.0,0.8886666670000001,-18.19592616,0.67,11,0.0,0,0,0, false
1049941,42, , suburban, unknown, true,8,2,454, true,29.99, D, false, true,32.05,159.75,29.99,0.0,0.0,-0.595,-0.0262,43.73,9.67,2.0,2.431453699,19.50297862,2.67,15,0.0,0,0,0, false
1044336,48, , town, yes, false,6,2,198, true,149.99, B, false, true,49.32,469.25,45.0,12.5,1.16,-2.945,0.16699999999999998,88.49,19.33,18.67,1.086833465,6.984358853,9.0,17,0.0,0,0,0, false
1049660,30, , , unknown, false,6,5,40, true,129.99, B, false, true,130.55,1075.5,69.99,201.25,0.29,-14.47,-1.4112,380.38,73.33,60.33,0.97502943,2.9361191239999997,25.33,13,2.0,0,0,0, true
