customer, age, occupation, regionType,marriageStatus, children, income,numHandsets,handsetAge,smartPhone,currentHandsetPrice, creditRating,homeOwner, creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
1019893,0, , suburban, unknown, false,0,3,362, true,29.99, B, false, false,81.83,842.5,75.0,0.0,0.0,-10.11,-0.1306,175.24,150.67,15.0,2.592307692,1.056724824,22.0,28,1.0,0,0,0, true
1009971,44, professional, suburban, yes, false,4,3,262, true,29.99, C, false, true,143.94,707.25,44.99,271.75,0.0,0.075,-0.027000000000000003,55.13,9.0,0.0,2.165891224,6.174696262,4.0,35,0.0,0,0,0, true
1093358,0, , , no, false,4,2,128, true,199.99, D, true, true,79.25,1192.5,83.58,0.0,0.0,-23.85,-1.585,471.83,77.0,101.0,1.195161803,5.2320624780000005,11.67,8,3.67,0,0,0, false
1068058,30, , rural, no, true,3,1,271, true,0.0, D, false, true,79.18,833.25,59.99,72.75,2.16,1.115,-0.4642,189.61,49.67,18.0,2.301005625,2.3704304919999997,6.67,9,3.33,0,0,3, true
1026675,24, , , no, false,6,1,595, true,0.0, E, false, true,42.5,89.0,42.3,0.0,0.0,-0.14,0.15,0.27,4.33,0.33,1.4121800530000002,4.137883288,0.33,20,1.67,0,0,0, true
1031840,32, , , yes, true,6,1,628, false,0.0, B, false, true,49.99,197.5,49.99,0.0,0.0,0.25,0.0,18.93,5.67,0.0,1.6956521740000001,23.37231857,13.33,21,0.33,0,0,0, true
1090652,0, , , unknown, false,0,1,256, true,0.0, B, true, false,34.99,91.75,44.99,0.0,0.0,0.425,0.0,20.44,2.0,0.0,1.3472137169999998,-9.862627129,2.0,9,0.33,0,0,3, false
1000291,42, , , unknown, true,5,2,1144, false,29.99, A, false, true,56.24,229.0,50.0,0.0,0.0,-1.86,0.0,50.55,6.0,0.0,3.9126213589999996,-0.40276531299999996,0.33,54,0.0,0,0,0, true
1045450,36, professional, , yes, true,9,1,602, true,0.0, B, false, true,82.04,835.5,84.99,23.25,0.0,-3.13,-0.141,100.71,37.33,8.0,6.202681136,9.194092779,3.67,20,0.0,0,0,0, false
1093371,42, , , unknown, false,1,1,226, true,0.0, B, true, true,46.47,469.0,44.99,27.0,0.39,-2.2,-0.2296,96.51,4.33,0.0,1.357037632,-2.373200494,6.33,8,0.0,0,0,0, false
