customer, age, occupation, regionType,marriageStatus, children, income,numHandsets,handsetAge,smartPhone,currentHandsetPrice, creditRating,homeOwner, creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
1024919,0, , , unknown, false,0,2,210, true,29.99, C, true, false,55.21,313.25,29.99,41.25,3.68,-0.865,-0.1412,94.4,12.0,8.67,2.999558888,2.210905918,4.0,26,0.33,0,0,0, false
1049405,0, , , unknown, false,1,4,22, true,99.99, E, true, false,96.37,1276.5,84.99,16.5,6.74,-3.97,0.0718,311.46,99.33,20.33,1.2227155170000001,-2.750671834,26.33,19,0.0,0,0,0, false
1032328,48, professional, suburban, yes, false,6,2,153, true,9.99, B, false, true,30.0,97.75,30.0,0.0,0.0,0.045,0.0,0.4,1.33,0.33,0.940035273,-4.85990478,4.0,25,0.0,0,0,0, false
1006677,56, , town, unknown, false,7,1,942, true,0.0, A, false, true,30.26,46.75,39.99,0.0,0.0,-0.875,-0.0054,5.3,2.33,0.0,2.801801802,1.075637584,0.0,31,0.0,0,0,0, false
1006331,42, self-employed, , no, false,6,2,505, false,29.99, A, false, true,76.81,1110.5,89.91,25.25,0.0,2.05,-1.4778,121.69,49.33,9.33,2.5214551530000002,5.370847505,13.33,35,2.0,0,0,0, false
1000842,0, , , unknown, false,0,4,60, true,79.99, A, true, false,64.96,410.75,21.61,77.75,0.0,-6.935,-1.4342,273.0,19.67,14.0,1.915643873,-9.311075944,9.33,50,3.0,0,0,0, false
1000566,42, , , unknown, false,5,5,99, true,9.99, A, true, false,95.27,815.25,94.99,0.0,0.0,-7.005,-0.1406,183.07,16.33,12.33,3.3836549380000003,-4.408207358,20.0,47,1.0,0,0,0, false
1063229,62, , , unknown, false,0,1,409, true,0.0, E, true, false,77.69,678.0,59.99,80.25,0.0,3.82,1.0859999999999999,213.05,22.0,35.33,2.730547945,14.2505834,8.33,14,0.0,0,0,2, false
1028166,68, , , yes, false,4,1,644, true,0.0, B, false, true,29.99,18.25,29.99,0.0,0.0,-0.125,0.0,1.04,1.67,0.0,0.579778831,-8.948509732,1.67,21,0.0,0,0,0, true
1029122,40, professional, town, yes, true,6,1,576, true,0.0, C, false, true,30.27,211.75,30.0,0.0,0.0,-1.615,-0.0054,21.75,10.67,0.33,3.022,27.65724044,6.33,19,0.0,0,0,0, true
1087221,48, clerical, suburban, yes, false,7,1,245, true,0.0, B, false, true,57.49,78.75,69.99,0.0,0.0,-1.215,0.05,4.09,3.0,0.0,1.5519917230000002,3.239835204,5.33,8,0.0,0,0,0, false
1033708,32, , suburban, no, false,4,1,556, true,0.0, B, false, true,71.23,420.25,49.99,83.25,0.0,-7.585,-0.4746,34.35,7.33,1.67,1.615136133,-4.469416494,0.33,18,0.0,0,0,0, true
1098524,76, , , unknown, false,7,2,346, true,29.99, A, false, true,30.18,0.0,30.0,0.0,0.0,0.0,-0.0036,0.0,0.0,0.0,0.0,11.84761739,0.33,34,0.0,0,0,0, true
1009187,52, professional, suburban, yes, true,8,3,226, true,29.99, A, false, true,50.54,511.75,50.0,41.0,0.0,-8.075,-1.0108,166.0,11.0,0.0,8.794619762,13.23040859,5.0,33,0.0,0,0,0, true
1092437,0, , , unknown, false,0,1,191, true,0.0, C, true, false,69.53,877.25,47.53,80.0,0.0,4.395,-0.5908,322.61,44.0,13.33,0.662337662,-5.051057805,37.0,6,2.0,0,0,3, false
1065752,0, , , no, false,9,1,457, true,0.0, E, false, true,29.99,13.75,29.99,0.0,0.0,0.185,0.0,0.0,0.0,0.0,0.0,-0.514246148,0.0,16,0.0,0,0,0, false
1028726,56, , suburban, unknown, true,9,1,578, false,0.0, B, false, true,34.14,219.0,30.0,6.75,0.0,-4.38,-0.0828,74.52,18.67,3.0,2.8660812289999997,10.60879549,21.67,19,0.0,0,0,0, true
1050975,32, , , yes, false,5,2,302, true,79.99, B, false, true,10.0,188.75,10.0,0.0,0.0,-1.775,0.0,70.94,8.0,14.0,2.672405312,5.786373827999999,1.33,15,0.0,0,0,0, false
1098343,56, professional, suburban, yes, false,7,1,1112, false,0.0, A, false, true,15.14,0.25,15.0,0.0,0.0,0.015,-0.0026,0.0,0.0,0.0,0.0,-5.656776312000001,0.33,37,0.0,0,0,0, false
1015191,54, , , yes, true,6,2,384, true,29.99, C, false, true,43.43,869.5,44.99,6.25,0.0,2.55,0.5062,57.16,3.67,0.67,1.3085185190000002,0.9944601609999999,4.67,29,5.0,0,0,1, false
1081900,0, , , unknown, false,0,2,140, true,149.99, G, true, false,41.44,360.5,44.25,12.5,0.0,-1.09,0.7408,119.88,13.0,7.33,1.347953693,2.7987896310000004,7.0,7,12.0,0,0,0, false
1075396,32, , suburban, yes, true,6,1,228, true,0.0, E, false, true,108.41,1455.5,89.99,108.0,0.0,-20.07,-0.5884,290.02,23.33,1.0,1.549950072,-3.31959413,57.67,8,9.67,0,0,0, false
1091954,0, , , unknown, false,0,1,197, true,0.0, C, true, false,37.57,299.75,57.57,0.0,0.0,2.245,0.2484,47.22,41.0,5.0,0.703545595,4.010197944,5.33,7,2.67,0,0,0, false
1060078,22, student, , no, false,7,2,298, true,29.99, D, false, true,56.03,581.5,44.4,7.75,0.0,-0.97,-0.2414,125.31,91.33,20.33,0.813539624,7.203774212000001,7.33,15,1.67,0,0,0, false
1087010,50, professional, rural, no, false,5,1,246, true,0.0, E, false, true,36.3,778.5,44.99,3.75,0.0,-3.05,-0.0262,414.04,3.67,13.0,1.008760287,-1.9190653690000001,2.0,8,0.0,0,0,0, false
1082613,48, professional, , yes, true,7,1,202, true,0.0, B, false, true,41.88,485.0,44.99,10.0,0.1,-3.34,-0.0586,21.03,14.0,0.0,0.9922988509999999,5.356888308,37.67,7,1.33,0,0,0, false
1032361,58, professional, town, yes, false,6,2,374, true,59.99, B, false, true,59.99,270.25,44.99,0.0,0.0,0.195,-0.5,30.84,22.0,3.33,1.190571429,-7.6516528589999995,5.67,25,0.33,0,0,0, true
1037589,40, professional, , no, true,7,3,236, true,129.99, E, false, true,249.72,1736.5,44.99,582.5,8.48,24.65,6.0486,283.26,69.67,21.33,1.0825707009999999,6.2084324660000005,13.67,23,2.67,0,0,0, true
1074159,30, , , no, false,6,1,341, true,0.0, B, false, true,86.24,426.5,54.99,117.25,0.0,-5.23,-0.825,0.0,0.0,0.0,0.0,-10.09636799,0.0,12,0.0,0,0,0, false
1037094,66, , , yes, false,1,1,580, false,0.0, A, false, true,42.48,200.0,47.47,0.0,0.0,-1.26,0.0998,48.74,18.67,3.67,2.8779894610000003,-4.53315559,4.0,19,0.0,0,0,0, true
1004221,86, retired, , no, false,4,6,584, true,29.99, C, false, true,53.24,503.75,59.99,0.0,0.0,2.425,0.0,35.34,4.0,2.33,2.254518353,-10.67735633,12.0,40,1.67,0,0,0, true
1003040,36, , , no, false,4,2,337, true,29.99, A, false, true,86.8,728.5,94.99,0.0,0.08,3.93,-0.0164,66.34,53.0,3.67,2.259374558,23.73190119,3.0,38,0.0,0,0,0, false
1066377,0, , , unknown, false,0,1,345, false,0.0, D, true, false,53.88,182.25,49.99,23.5,0.0,-1.585,-0.3978,7.37,1.0,0.0,1.92272203,10.41901124,0.0,11,1.33,0,0,0, true
1058029,0, , town, unknown, false,0,3,116, true,149.99, B, true, false,72.89,419.0,40.0,114.25,1.17,9.08,2.407,48.51,12.0,2.33,0.717121212,11.93730087,1.67,17,4.0,0,0,0, true
1093406,50, crafts, town, no, false,5,1,286, true,0.0, C, false, true,49.99,35.75,69.99,0.0,0.0,-0.435,0.0,1.32,0.33,0.0,1.201201201,-7.0063791570000005,0.0,10,1.0,0,0,0, false
1080534,30, , rural, yes, false,8,1,269, true,0.0, B, false, true,52.66,491.0,44.99,48.25,0.78,3.38,0.5216,41.81,5.33,5.33,1.677419355,-0.354681929,4.67,9,0.67,0,0,0, false
1024451,48, professional, suburban, yes, true,7,1,728, true,0.0, B, false, true,122.01,1048.75,58.54,158.5,0.0,-7.035,-0.6134,417.96,49.67,14.0,3.4431818180000002,17.03860995,18.33,24,4.67,0,0,0, false
1030395,40, , , yes, true,7,1,633, true,0.0, B, false, true,53.16,338.5,30.0,16.25,16.49,-0.11,-0.3382,17.15,0.67,0.0,3.1148735530000002,-6.418682917999999,11.33,21,0.0,0,0,0, true
1042495,32, , , no, false,6,3,358, true,149.99, E, false, true,84.39,1442.0,59.99,94.0,0.0,18.5,1.4428,368.33,40.0,6.33,0.902242317,-11.21629945,18.0,17,1.33,0,0,0, true
1079358,32, professional, suburban, yes, true,6,2,248, true,129.99, E, false, true,62.27,815.25,59.49,33.75,0.0,2.795,0.5314,169.1,28.33,24.67,1.3507425990000002,-2.6198044609999998,11.33,13,4.0,0,0,0, false
1056741,48, , , yes, false,7,3,86, true,99.99, B, false, true,33.19,889.0,10.0,92.75,0.0,-0.5,0.0062,235.51,70.33,10.33,1.804046646,6.075053285,20.67,17,0.0,0,0,0, false
1082597,54, professional, , yes, true,6,1,310, true,0.0, B, false, true,34.99,96.75,44.99,0.0,0.0,-0.855,0.0,0.11,0.33,0.0,2.055,0.134439732,1.33,11,0.0,0,0,0, false
1084578,36, , town, yes, false,5,1,305, true,0.0, B, false, true,46.37,345.0,44.99,27.5,1.76,-0.74,-0.134,80.24,16.33,6.33,3.1506451610000004,14.34077569,10.33,11,0.0,0,0,0, false
1088131,68, clerical, suburban, yes, true,4,2,41, true,0.0, B, false, true,63.18,204.75,79.99,0.25,0.86,3.405,0.0352,1.41,11.0,1.0,2.050262566,-8.750219024,15.0,12,0.0,0,0,0, true
1005056,0, , town, unknown, false,0,6,40, true,79.99, A, true, false,132.54,1174.5,159.99,0.0,1.87,6.37,-1.1159999999999999,307.11,42.0,22.0,5.2836515319999995,3.693686483,28.0,37,0.0,0,0,0, false
1048147,32, , suburban, unknown, false,6,3,156, true,149.99, E, false, true,66.3,1349.0,44.99,74.25,0.0,4.2,0.325,588.34,106.67,64.33,0.39057881899999997,3.1782309360000003,5.67,15,6.0,0,0,0, false
1044296,0, , suburban, unknown, false,0,2,521, true,149.99, D, true, false,56.63,370.75,59.99,0.0,2.4,1.605,0.0114,42.45,36.67,2.0,1.3874920769999999,-7.85118676,18.67,19,0.33,0,0,0, true
1083209,52, , , yes, false,9,1,200, true,0.0, B, false, true,16.58,230.25,10.0,18.25,0.96,-2.625,-0.0548,36.59,25.0,1.33,0.521706726,2.397248599,13.0,7,0.0,0,0,0, true
1087977,0, , , unknown, false,0,1,344, true,0.0, G, true, false,49.99,584.75,69.99,0.0,0.0,1.205,0.0,309.62,25.33,2.0,0.601060606,-2.349767364,2.67,12,0.0,0,0,2, true
1005031,38, professional, town, yes, true,5,4,197, true,29.99, A, false, true,41.83,521.5,37.99,0.0,0.0,-2.15,0.008,82.63,12.33,5.67,0.729462631,5.6655769760000005,8.0,33,2.33,0,0,0, false
1007750,52, , , yes, true,9,2,720, true,29.99, C, false, no,84.99,137.75,94.99,0.0,0.0,-2.735,0.0,61.63,13.33,8.67,4.32261522,1.3538907530000002,0.67,35,0.0,0,0,1, true
1087597,54, , rural, yes, false,1,1,287, true,0.0, C, false, true,31.48,37.75,29.99,0.0,0.0,-0.595,-0.0296,0.27,11.67,0.0,2.1116666669999997,0.8330527870000001,4.33,10,0.0,0,0,0, true
1083806,0, , , unknown, false,6,1,261, true,0.0, C, false, true,38.99,287.5,44.99,0.0,0.0,0.63,0.0,68.16,7.0,5.67,0.563033342,1.449733106,34.0,9,0.0,0,0,0, false
1083228,58, professional, , yes, false,7,1,308, true,0.0, B, false, true,38.31,297.25,44.99,8.75,0.0,-0.705,-0.0586,18.01,1.33,0.33,2.823529412,-1.5930681580000001,9.0,11,1.0,0,0,2, true
1081534,0, , , unknown, false,0,1,205, true,0.0, B, true, false,52.16,568.75,44.99,46.0,0.0,-4.395,-0.2804,226.47,34.33,9.33,1.710073291,-6.932944852,2.67,7,2.33,0,0,0, true
1048842,28, , , no, false,6,4,110, true,29.99, B, false, true,78.4,712.5,75.0,0.0,0.0,-2.07,0.0112,143.58,67.33,11.33,0.708902725,-5.514765817000001,39.0,13,0.0,0,0,0, true
1081415,50, , , no, false,1,3,301, true,199.99, D, false, true,50.62,422.75,44.99,43.25,0.0,0.425,-0.0186,51.35,7.0,10.33,2.490591764,-14.5556565,4.0,13,0.0,0,0,0, true
1037469,0, , , unknown, false,0,1,515, true,0.0, E, true, false,44.56,253.0,41.42,0.0,0.0,-5.06,-1.8156,34.91,6.33,1.0,3.295,12.79113801,5.0,17,1.33,0,0,0, true
1094149,0, , suburban, unknown, false,0,4,143, true,129.99, E, true, false,50.49,1163.75,45.75,0.0,0.0,-7.215,-0.99,385.43,154.67,52.67,1.755025202,-6.607508796,11.33,9,1.33,0,0,0, true
1000069,46, professional, suburban, yes, true,6,1,1698, false,0.0, A, false, true,50.49,380.25,59.99,0.0,0.0,1.855,-0.0098,76.15,21.67,4.67,2.4193690709999998,7.71434652,4.67,56,0.0,0,0,3, true
1077549,0, , , unknown, false,0,2,217, true,129.99, E, true, f,38.01,568.33,23.33,165.67,0.0,-11.3666,-0.6602,44.23,9.33,0.67,3.661532225,-6.1947173310000005,5.0,7,3.33,0,0,0, true
1041923,0, , town, unknown, false,0,1,468, true,0.0, C, true, false,70.93,945.5,59.99,62.5,0.0,-1.27,-0.39899999999999997,282.46,79.33,7.0,0.838263682,-0.122457637,5.33,15,0.0,0,0,0, false
1059065,30, , suburban, unknown, false,8,1,387, true,0.0, D, false, true,104.45,2055.5,74.99,106.5,0.0,-3.89,-0.4204,409.77,76.0,5.67,1.312861612,-12.31329652,19.0,13,7.0,0,0,0, false
1005340,32, professional, , unknown, false,4,3,609, true,29.99, C, false, true,78.04,1082.25,39.99,118.0,0.0,6.155,1.569,590.68,84.67,39.33,0.8057553959999999,-6.301425011,5.33,36,1.33,1,1,0, true
1078883,28, , suburban, no, false,5,1,382, true,0.0, B, false, true,35.49,222.75,44.99,0.0,0.0,1.685,0.01,38.99,27.33,3.0,2.928571429,0.892276513,1.33,13,2.0,0,0,0, false
1018945,46, , rural, yes, false,7,1,859, false,0.0, D, false, true,132.61,1807.75,119.99,45.25,0.39,10.665,0.4172,502.76,133.0,64.67,5.85474359,3.7864834419999998,13.67,29,4.33,0,0,0, false
1030820,32, self-employed, , no, false,9,2,632, true,79.99, C, false, true,25.47,191.75,22.5,0.0,0.0,1.205,-0.4302,15.66,17.33,8.0,1.33003511,-2.085021165,0.33,21,0.0,0,0,0, true
1060885,0, , , unknown, false,0,1,316, true,0.0, B, true, false,54.44,1825.5,69.99,8.75,0.0,-4.17,0.21100000000000002,425.66,71.33,13.0,0.619645319,-4.272481029,44.67,10,23.67,0,0,0, true
1055177,64, professional, suburban, yes, false,9,1,411, true,0.0, B, false, true,29.99,75.25,29.99,0.0,0.0,0.255,0.0,12.33,0.0,0.0,1.607717042,-7.5051500220000005,3.33,14,1.33,0,0,3, false
1068974,44, , town, yes, false,9,1,434, true,0.0, B, false, true,4.96,426.5,4.92,0.0,0.0,1.75,-0.0992,0.0,0.0,0.0,0.0,5.441163685,0.0,15,0.0,0,0,0, false
1044087,34, , suburban, no, false,5,1,554, true,0.0, D, true, true,30.2,212.75,33.74,8.25,0.16,-0.975,-0.604,17.94,5.0,0.0,2.4084507040000003,-8.104385205,2.33,19,0.0,1,0,0, false
1055084,46, , , yes, false,6,1,518, true,0.0, C, false, true,59.23,221.75,35.15,59.25,0.0,1.845,0.6868,76.62,26.0,0.67,13.16625,-19.15697293,5.67,18,0.0,0,0,0, true
1003906,52, , town, yes, false,5,2,437, true,29.99, D, false, true,85.78,609.5,68.54,0.0,14.2,0.05,-0.154,46.0,9.0,1.33,2.402978632,-9.41173855,9.0,37,0.0,0,0,0, false
1028294,26, professional, town, yes, false,6,3,549, true,59.99, B, false, true,70.6,557.5,50.0,31.0,7.59,-6.47,-0.3724,180.42,23.33,2.33,2.9596594360000004,-9.146939346,9.67,23,2.33,0,0,2, true
1077046,42, , suburban, yes, true,6,1,329, true,0.0, B, false, true,47.82,282.75,49.99,0.0,7.33,-2.595,0.046,52.5,9.67,1.0,0.919635682,-0.14107952599999998,7.33,11,0.0,0,0,0, true
1059740,0, , , unknown, false,0,1,322, true,0.0, B, true, false,43.82,398.75,47.88,0.0,0.0,-2.695,-0.1566,161.7,12.67,1.0,0.835633803,-1.187824803,66.67,11,0.33,0,0,0, true
1042859,36, , , no, false,1,2,486, true,149.99, E, true, true,31.2,332.25,25.28,0.0,0.0,3.735,0.17600000000000002,27.64,7.33,0.0,0.460201125,7.195458327000001,4.0,21,10.0,0,0,0, false
