customer, age, occupation, regionType,marriageStatus, children, income,numHandsets,handsetAge,smartPhone,currentHandsetPrice, creditRating,homeOwner, creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
1059009,34, clerical, , no, true,1,1,387, true,0.0, C, false, true,26.45,0.0,36.45,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,9.431251724,0.33,13,0.0,0,0,0, true
1026978,46, professional, town, no, false,6,2,482, true,59.99, B, false, true,49.99,647.75,59.99,0.0,0.0,-8.155,0.0,266.25,12.33,27.0,0.842105263,-1.099376377,11.67,24,0.0,0,0,1, true
1012828,28, , suburban, unknown, false,3,2,363, true,29.99, A, false, true,99.26,1382.0,75.0,113.75,0.93,-19.1,-1.9312,262.72,39.33,6.33,2.630189078,1.634418804,13.33,28,1.0,0,0,0, true
1084628,52, professional, suburban, yes, true,9,1,305, true,0.0, C, false, true,63.75,899.25,44.99,80.75,0.0,3.715,0.4024,124.43,51.0,0.0,0.719133858,4.777524174,10.0,11,0.0,0,0,0, true
1024786,58, professional, suburban, no, false,6,1,724, true,0.0, B, false, true,30.25,27.5,29.99,0.0,0.26,-0.31,-0.0052,0.0,1.0,0.0,5.665,-0.312837921,0.33,24,0.0,0,0,0, false
1071515,40, crafts, , yes, true,3,1,310, true,0.0, B, false, true,34.19,288.75,39.99,0.0,0.2,1.645,0.004,0.0,0.0,0.0,0.0,3.642057134,0.0,10,0.0,0,0,0, true
1092252,56, professional, , yes, true,6,1,193, true,0.0, C, false, true,33.95,447.75,44.99,0.0,0.1,-5.095,0.0208,19.09,6.67,0.67,0.638888889,17.94902684,3.67,6,3.33,0,0,0, true
1079086,32, , , no, false,4,4,7, true,149.99, B, false, true,59.22,1070.0,59.99,12.0,0.8,-8.28,-0.0918,162.97,73.33,23.0,0.6883713359999999,4.4747180669999995,17.33,13,4.33,0,0,0, true
1010304,0, , , unknown, false,0,1,971, true,0.0, A, true, false,50.05,126.5,29.99,12.75,15.6,-1.63,-0.3244,10.05,4.67,0.0,1.4725,11.38988499,4.0,32,0.0,0,0,0, true
1006779,0, , , no, false,7,7,155, true,199.99, A, false, true,39.02,361.0,30.0,20.25,0.68,-0.32,0.0692,103.78,28.0,2.67,0.93484024,3.190784631,10.67,31,0.0,0,0,0, false
1080985,36, , , unknown, false,1,1,375, true,0.0, C, false, true,30.28,275.5,39.99,0.75,0.0,1.87,-0.0058,102.33,2.0,0.0,2.307337333,-6.004802066,3.67,13,0.0,0,0,0, true
1005632,38, professional, suburban, no, false,3,2,196, true,29.99, C, false, true,12.5,9.75,5.0,7.25,0.0,-0.135,-0.09,0.0,0.0,0.0,1.796407186,11.63021929,0.67,36,0.0,0,0,0, true
1099107,30, , suburban, no, false,6,2,874, true,59.99, A, false, true,35.24,119.0,31.99,0.0,0.0,-1.52,0.085,89.33,16.0,7.0,1.249488753,-17.79011518,3.0,34,0.0,0,0,0, false
1078892,72, retired, , yes, false,7,1,213, true,0.0, D, false, true,78.55,187.75,54.99,0.0,0.0,2.485,-0.6514,27.68,10.33,5.67,2.2603125,12.54125053,4.67,7,0.0,0,0,0, false
1018225,42, self-employed, , unknown, true,6,2,546, true,29.99, E, false, true,52.68,151.25,51.99,0.0,0.0,-0.345,-0.0088,15.2,10.33,8.33,2.354375,-17.70815773,1.33,23,0.33,0,0,0, false
1050751,0, , , unknown, false,0,1,447, true,0.0, C, true, false,47.63,251.25,54.67,0.0,0.0,1.315,0.1122,61.1,2.0,0.33,0.840613153,-4.519945365,5.0,15,0.0,0,0,0, true
1045362,26, student, town, no, false,1,1,603, true,0.0, B, false, true,59.99,264.0,69.99,0.0,0.0,-1.38,0.0,114.68,0.33,4.0,0.4132,14.67511312,2.0,20,0.0,0,0,0, true
1025590,0, , suburban, unknown, false,0,1,776, true,0.0, C, true, false,38.97,151.25,29.99,24.25,0.0,1.015,0.2684,19.94,1.0,3.0,1.524840138,-1.741981106,5.0,26,0.0,0,0,0, true
1016984,34, , , unknown, false,7,1,776, true,0.0, G, false, false,71.76,161.25,29.99,61.75,20.15,4.575,0.8938,29.53,6.33,0.0,2.600900225,4.675006117,1.67,26,0.33,0,0,0, true
1034536,44, , suburban, no, false,9,5,364, true,79.99, C, false, true,87.61,1269.0,59.99,77.0,0.29,-2.84,0.3792,498.52,45.33,30.33,0.908123004,-1.08222436,30.67,18,1.67,0,0,0, false
1098654,48, , town, yes, true,4,1,986, false,0.0, C, false, true,32.48,273.0,39.99,0.0,0.0,-0.9,0.069,34.17,26.0,0.67,1.083333333,-6.656487195,21.33,32,0.0,0,0,0, false
1067031,0, , town, unknown, false,0,1,387, true,0.0, C, true, f,134.08,706.0,59.99,0.0,78.85,-3.16,-0.255,0.0,0.0,0.0,0.0,2.376232024,0.0,13,0.0,0,0,0, false
1053337,0, , suburban, no, false,6,1,532, true,0.0, B, false, true,30.0,214.0,30.0,0.0,0.0,0.52,0.0,43.31,14.67,2.0,1.174769564,6.113184531,14.67,18,0.67,0,0,0, true
