customer, age, occupation, regionType,marriageStatus, children, income,numHandsets,handsetAge,smartPhone,currentHandsetPrice, creditRating,homeOwner, creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
1038235,0, , , unknown, false,0,2,641, true,59.99, C, true, false,39.72,263.75,49.99,0.0,0.0,-0.155,0.2054,28.84,34.0,5.33,1.0676742609999998,-9.405315455,2.33,23,0.33,0,0,0, true
1030503,68, , , no, false,3,1,633, true,0.0, B, false, true,33.25,5.25,30.0,0.0,0.0,0.115,0.0,0.55,1.0,0.0,0.7167381970000001,-4.913223029,0.0,21,0.0,0,0,0, true
1046523,46, self-employed, , yes, true,7,3,323, true,149.99, D, false, true,30.07,196.75,29.99,0.0,0.0,0.985,-0.0016,29.03,6.33,2.33,0.578125,-6.245607422999999,5.0,16,0.0,0,0,0, true
1011162,30, , , no, false,3,2,392, true,29.99, A, true, true,52.32,204.25,29.99,52.75,1.86,1.255,0.3962,14.95,11.33,2.67,1.51928321,4.743183159,2.0,28,0.0,0,0,0, false
1022734,0, , , unknown, false,0,2,34, true,79.99, D, true, false,21.07,941.75,20.0,2.75,0.0,4.185,0.0566,255.55,96.33,58.67,2.166666667,-10.43374573,28.0,25,0.0,0,0,0, false
1004402,46, professional, suburban, yes, false,9,2,122, true,29.99, A, false, true,41.97,115.0,49.99,0.0,0.0,-0.28,0.0,10.61,12.67,1.0,2.800720288,-4.295524916000001,3.67,38,0.67,0,0,0, true
1094493,42, , , no, false,1,1,205, true,0.0, D, true, true,52.24,668.25,69.99,0.0,0.0,0.535,-0.027000000000000003,86.1,39.0,5.33,0.709587848,-22.36576103,7.67,7,2.33,0,0,0, false
1024950,20, , , unknown, false,5,4,13, true,199.99, G, false, true,86.29,346.0,62.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.29467763,0.0,22,0.0,1,0,0, false
1014866,58, , , unknown, false,4,5,312, true,29.99, C, true, true,233.2,1464.25,59.99,583.5,0.0,37.955,10.195,247.11,80.33,22.33,1.216164918,11.32992773,47.67,25,0.67,1,0,0, true
1064123,44, professional, suburban, yes, true,9,1,358, true,0.0, G, false, no,29.99,228.0,39.99,0.0,0.0,-0.58,0.0,55.68,4.33,0.33,0.558659218,-3.4511190189999996,2.0,12,0.0,0,0,2, false
1004192,60, professional, , unknown, true,6,4,-1, true,9.99, F, false, true,88.98,1.0,49.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.639012625,0.0,40,0.0,0,0,0, false
1016200,20, , , no, false,2,2,690, true,29.99, D, true, false,52.98,136.5,59.99,0.0,0.0,1.15,0.0,24.09,22.0,0.0,1.540344828,6.60176375,7.33,28,0.0,0,0,0, false
1036133,20, , , no, false,1,2,228, true,149.99, B, false, true,88.24,785.5,94.99,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-2.607158241,0.0,23,0.0,0,0,0, true
1062744,54, professional, suburban, no, true,3,1,473, true,0.0, D, false, true,29.99,49.25,29.99,0.0,0.0,-0.105,0.0,14.43,1.33,1.33,1.518888889,10.93150663,0.67,16,0.0,0,0,0, false
1062313,24, professional, unknown, no, true,3,4,191, true,29.99, D, false, true,51.75,609.25,54.91,12.5,0.1,-9.485,-0.3396,223.29,21.67,19.67,0.48087431700000005,-7.186880588999999,15.33,14,3.67,0,0,0, false
1071268,0, , , unknown, false,0,2,310, true,129.99, C, true, false,68.33,809.0,39.99,154.5,0.0,-0.28,0.6252,330.48,71.33,25.33,1.186323333,-8.413587384,11.33,10,0.0,0,0,0, false
1081816,0, , , unknown, false,0,1,266, true,0.0, B, true, false,69.99,0.0,79.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.369872495,0.0,9,0.0,0,0,0, true
1059563,0, , rural, unknown, false,0,1,430, true,0.0, B, true, false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.118339616,0.0,15,0.0,0,0,0, true
1073142,0, , suburban, unknown, false,0,1,301, true,0.0, E, true, false,75.32,459.5,69.99,0.0,14.84,2.43,0.6704,0.0,0.0,0.0,0.0,2.0036061469999997,0.0,10,0.0,0,0,0, true
1091179,0, , , unknown, false,0,1,251, true,0.0, G, true, false,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.072942276,0.0,9,0.0,0,0,0, false
1092579,76, homemaker, r, no, false,4,1,297, true,0.0, B, true, true,34.99,181.25,44.99,0.0,0.0,-0.045,0.0,0.0,1.33,0.0,0.773627617,-14.59900586,1.33,10,0.0,0,0,0, false
1058815,36, , suburban, yes, true,7,1,326, true,0.0, B, false, true,33.83,245.5,30.0,0.0,0.0,1.25,-0.0376,63.9,10.0,12.67,2.648947368,3.588433629,0.67,11,1.0,0,0,0, true
1005882,54, professional, suburban, yes, true,9,1,1130, true,0.0, A, false, t,52.59,180.0,50.0,0.0,2.59,-0.54,0.1552,43.48,13.33,5.33,3.5160289560000004,-6.804283969,2.0,38,0.0,0,0,0, false
1052958,30, professional, , yes, true,2,1,535, true,0.0, E, false, true,73.32,541.5,69.99,44.0,0.13,-1.27,-0.2664,124.62,14.33,8.67,3.8518055560000004,6.287837476,3.33,18,8.0,0,0,0, false
1018751,40, , town, yes, false,9,3,589, true,59.99, B, false, true,190.71,1362.25,44.99,433.5,0.0,11.455,2.2344,226.63,29.0,14.33,2.135155333,-15.246789000000001,9.33,29,0.67,1,0,0, true
1093141,40, , suburban, unknown, false,5,1,183, true,0.0, B, false, true,28.92,186.5,44.99,0.0,0.0,0.15,0.0044,27.29,18.0,8.33,2.0216129030000003,29.18003391,1.33,6,0.0,0,0,0, false
