customer, age, occupation, regionType,marriageStatus, children, income,numHandsets,handsetAge,smartPhone,currentHandsetPrice, creditRating,homeOwner, creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
1066621,54, , , no, false,3,1,390, true,0.0, D, true, false,34.99,41.25,44.99,0.0,0.0,2.475,0.0,9.84,1.0,0.0,1.501501502,12.48909543,0.33,13,0.33,0,0,0, true
1056163,48, , , unknown, false,6,2,122, true,129.99, C, false, true,115.26,1798.75,79.32,163.5,0.0,-5.675,0.599,390.66,103.67,18.67,1.228226601,-0.5762684339999999,31.67,11,4.67,0,0,0, true
1031679,54, professional, suburban, yes, false,6,1,567, true,0.0, B, false, true,30.27,264.25,30.0,0.0,0.0,-1.025,-0.0054,6.13,9.67,4.0,3.270625,3.161228804,2.0,19,0.0,0,0,0, false
1028236,42, , suburban, yes, false,7,1,751, true,0.0, B, false, true,30.5,205.0,30.0,0.0,0.0,0.12,-0.01,33.27,21.0,0.67,1.0,-1.50833818,6.67,25,0.0,0,0,0, true
1025021,32, professional, suburban, no, false,6,1,614, false,0.0, B, false, true,54.54,494.75,39.99,37.0,0.0,5.525,0.6528,154.22,38.0,6.33,1.308153831,-5.7898585229999995,10.33,20,0.0,0,0,0, true
1085517,56, professional, , no, false,2,1,191, true,0.0, C, false, true,34.37,239.0,39.99,11.75,0.0,-1.04,-0.0876,94.72,3.33,7.67,3.666818182,21.858473800000002,16.0,6,0.0,0,0,0, true
1057806,58, , , no, false,1,1,500, true,0.0, C, true, t,24.68,506.25,22.5,16.25,0.0,-10.125,-0.3936,69.13,75.67,15.33,0.673456893,22.28619904,12.67,17,12.33,1,0,0, true
1003077,0, , , unknown, false,0,6,110, true,99.99, A, true, false,90.72,528.75,49.99,17.25,18.5,2.205,0.1534,73.35,25.33,5.67,1.214296648,4.823050161,9.33,36,0.0,0,0,0, true
1015209,58, professional, , no, false,7,3,319, true,79.99, A, false, true,35.6,185.25,39.99,0.0,0.0,-0.605,0.0014,0.0,0.0,0.0,0.0,4.135597796,0.0,27,0.0,0,0,0, true
1082950,32, , suburban, no, false,7,1,201, true,0.0, E, false, true,12.36,214.5,10.0,4.25,0.0,3.21,0.0944,14.68,17.67,12.67,1.465102465,4.86007096,3.67,7,1.0,0,0,0, true
