customer, age, occupation, regionType,marriageStatus, children, income,numHandsets,handsetAge,smartPhone,currentHandsetPrice, creditRating,homeOwner, creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
1046755,48, professional, suburban, yes, true,7,1,421, true,0.0, E, false, true,99.45,603.75,43.16,159.5,0.0,1.565,-1.989,332.59,78.0,69.33,1.8677777780000002,-11.700647,2.0,14,0.0,1,0,0, true
1023345,56, professional, suburban, yes, true,7,2,587, true,29.99, B, false, true,33.42,18.75,31.85,0.5,0.89,-0.135,-0.0702,1.58,0.33,0.0,1.74906367,13.66219128,0.0,21,0.67,0,0,0, false
1067602,34, , , no, false,1,1,337, true,0.0, E, false, true,57.86,318.25,31.28,73.25,0.0,3.835,1.3726,33.88,4.0,1.0,3.174761905,19.36413303,2.0,11,0.67,0,0,2, true
1072994,36, , , yes, false,7,1,240, true,0.0, B, false, true,83.97,755.25,40.5,29.75,0.0,-7.385,-0.9596,161.87,52.67,4.33,0.835728522,-5.010550011,3.67,8,16.67,1,0,2, false
1040228,0, , town, unknown, false,0,1,484, true,0.0, E, true, false,47.93,108.0,50.0,0.0,0.0,-1.0,-0.0086,12.33,4.0,0.0,1.7357102430000002,-7.030517193,1.0,16,1.67,0,0,0, false
1014539,24, crafts, suburban, no, false,1,2,154, true,29.99, A, false, true,35.49,502.25,44.99,0.0,0.0,-0.485,-0.0098,43.76,52.33,3.0,0.6377884620000001,-4.139892547,14.33,31,0.0,0,0,0, false
1033889,46, professional, suburban, unknown, false,7,3,195, true,39.99, B, false, true,77.0,761.0,49.99,94.75,0.0,2.74,1.1938,215.49,22.33,20.33,1.642037037,-1.3898207580000002,23.67,20,2.67,0,0,3, true
1052989,68, , , yes, false,7,2,428, true,9.99, B, false, false,31.69,67.75,29.99,0.0,0.0,-1.035,-0.034,3.49,2.33,0.0,1.551189245,6.245732557999999,2.33,14,0.0,0,0,0, true
1078851,32, , , yes, false,1,2,378, true,79.99, D, true, false,44.34,378.25,44.99,25.25,0.0,-2.025,-0.187,78.89,14.67,2.67,2.363035714,15.02879291,7.33,13,3.0,0,0,0, false
1075159,22, crafts, , no, false,4,1,337, true,0.0, F, false, true,265.04,1120.0,44.99,649.5,0.0,-3.48,-0.625,373.46,27.0,44.0,4.296875,4.466428344,14.0,12,0.0,0,0,0, true
1032605,48, self-employed, suburban, yes, false,2,2,340, true,29.99, C, false, true,50.0,94.0,50.0,0.0,0.0,-1.36,0.0,0.0,0.0,0.0,0.0,-3.83621432,0.0,21,0.0,0,0,0, true
1048914,34, professional, town, yes, true,7,1,463, false,0.0, C, false, true,31.97,170.75,39.99,0.0,0.0,1.405,0.0,24.12,3.33,0.33,2.102625298,12.8444361,1.0,15,0.0,0,0,0, false
1069702,26, professional, , no, false,5,1,322, true,0.0, D, false, true,19.79,195.75,10.0,29.75,0.0,0.725,0.5379999999999999,59.7,6.0,5.67,4.325223033,-4.463248323999999,13.0,11,0.33,0,0,3, false
1098373,0, crafts, , unknown, false,2,1,1201, false,0.0, A, false, true,29.99,3.25,29.99,0.0,0.0,-0.065,0.0,0.0,0.0,0.0,3.0,-15.354401999999999,0.0,40,0.0,0,0,0, false
1037614,40, professional, rural, no, true,1,1,575, true,0.0, D, false, true,12.24,291.25,11.99,0.0,0.0,-1.325,-0.005,63.59,26.67,6.67,5.655975167999999,-17.19805228,9.33,19,0.33,0,0,0, true
1046612,28, , , no, false,6,1,485, true,0.0, F, true, true,33.34,255.5,39.99,0.25,0.0,-1.83,-0.002,19.32,4.0,0.33,1.253637788,-6.686550832000001,8.33,16,0.67,0,0,0, false
1095468,26, , , yes, true,5,1,246, true,0.0, B, false, true,34.99,130.75,44.99,0.0,0.0,2.045,0.0,34.25,12.0,4.67,0.575909091,12.87781121,1.0,9,0.0,0,0,0, false
1047565,24, , suburban, no, false,6,1,582, true,0.0, C, false, true,31.39,884.5,44.99,0.0,0.0,-2.65,0.0,133.97,27.0,6.0,1.1306392029999999,-1.528550315,10.67,20,10.33,0,0,0, false
1040497,34, , , no, true,5,2,236, true,79.99, A, false, true,84.93,908.75,59.99,109.0,0.9,-3.435,-0.3648,107.73,29.67,2.33,1.789719199,-2.2530448080000003,10.33,22,3.67,0,0,0, false
1029605,46, professional, town, yes, true,5,4,245, true,129.99, B, false, true,124.54,1362.75,99.99,94.25,0.0,0.825,0.0238,314.8,57.0,74.33,1.948717949,18.63583749,27.0,25,4.67,0,0,0, true
1082626,0, , town, unknown, false,0,1,371, true,0.0, C, true, false,42.72,717.5,44.99,22.0,0.0,9.55,0.0064,122.19,3.0,0.0,2.01758924,-6.880537926000001,5.67,13,4.67,0,0,0, true
1003355,52, , suburban, no, true,6,2,683, false,29.99, D, false, true,37.9,178.5,30.0,15.0,0.0,-3.57,-0.126,32.05,22.0,0.67,1.0,-6.23667037,8.33,35,0.0,0,0,0, true
1067127,0, , , unknown, false,0,1,386, true,0.0, E, true, false,69.6,937.0,55.74,42.25,0.0,15.74,0.6878,158.53,54.67,26.67,1.105663728,18.21388851,31.33,13,20.67,0,0,0, true
1066912,28, , , no, false,7,1,448, true,0.0, B, false, true,49.99,38.75,59.99,0.0,0.0,0.445,0.0,0.0,0.0,0.0,0.0,2.44249513,0.0,15,0.0,0,0,1, true
1053171,38, professional, , yes, false,5,2,200, true,149.99, B, false, true,135.4,1376.0,74.99,183.75,7.35,-2.56,-1.0978,325.57,114.0,27.67,3.006836735,-3.914673753,20.67,12,0.0,0,0,1, true
1012415,22, , suburban, unknown, false,1,3,324, true,79.99, D, false, false,70.53,760.5,59.99,50.75,0.0,-2.07,-0.4108,186.68,42.33,21.67,1.6888732819999999,-3.384649136,25.67,28,3.67,2,0,0, true
1068990,64, , rural, yes, false,1,1,327, true,0.0, B, false, true,30.43,155.5,39.99,0.5,0.0,-0.39,-0.0088,0.0,0.0,0.0,0.0,-15.3499961,0.0,11,0.0,0,0,1, true
1099024,52, clerical, suburban, yes, true,9,3,492, true,29.99, A, false, true,78.81,851.0,75.0,14.25,0.0,4.12,0.2088,354.26,40.67,16.0,0.91531746,-2.740015727,16.33,32,2.67,0,0,0, false
1088142,34, homemaker, suburban, yes, true,9,1,281, true,0.0, A, false, true,25.14,87.0,22.49,24.75,0.0,-0.2,-0.419,23.76,14.33,0.67,1.5122121419999999,-3.6027740280000002,1.67,10,0.33,0,0,0, true
1000743,48, , , yes, true,4,3,431, false,9.99, A, false, false,64.25,575.0,50.0,57.0,0.0,-0.7,-0.15,25.2,18.0,0.33,8.973753281,-13.21052876,6.67,48,0.0,0,0,1, true
1057743,32, , , unknown, false,6,2,3, true,29.99, C, false, true,75.91,114.0,84.99,0.0,0.0,-1.16,-0.0184,3.13,4.67,0.33,3.9126213589999996,-26.84677713,2.33,11,3.0,0,0,0, false
1008302,56, professional, suburban, yes, true,7,1,1086, true,0.0, A, false, true,32.5,80.0,32.49,6.5,0.0,1.52,0.0426,27.96,5.33,2.0,2.3883333330000003,-1.7153118000000003,0.33,36,0.0,0,0,0, false
1096438,0, , , unknown, false,0,2,18, true,149.99, C, true, false,34.99,74.0,44.99,0.0,0.0,-0.26,0.0,0.0,0.33,0.0,4.5,-17.34720729,2.0,7,0.0,0,0,0, true
1003831,54, , suburban, yes, true,9,7,222, true,129.99, A, false, true,39.98,603.5,44.99,30.5,0.0,1.41,0.0892,116.18,62.67,24.0,0.754859044,1.6876289309999999,9.0,37,7.33,0,0,0, true
1063173,0, , , unknown, false,7,1,410, true,0.0, G, true, true,47.77,358.0,40.07,8.75,0.0,-1.04,-0.0522,69.4,23.67,4.67,0.652883569,-4.842321649,7.67,14,0.67,0,0,0, false
1074357,0, , , unknown, false,0,2,40, true,129.99, C, true, false,149.8,1273.75,67.49,236.0,0.0,32.485,3.5726,264.25,58.0,43.67,0.629729882,-18.32950913,7.0,8,0.67,0,0,0, false
1067516,42, , , unknown, false,0,1,383, true,0.0, G, true, false,60.82,515.5,59.99,0.0,0.0,-1.65,0.0788,155.3,11.67,16.67,1.289156627,9.409143416000001,8.67,13,1.0,0,0,0, false
