customer, age, occupation, regionType,marriageStatus, children, income,numHandsets,handsetAge,smartPhone,currentHandsetPrice, creditRating,homeOwner, creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
1040724,40, professional, suburban, yes, true,7,1,648, true,0.0, B, false, true,36.97,121.75,44.99,0.0,0.0,0.445,-0.0198,10.87,6.33,3.0,1.015,-20.84257404,4.33,22,0.0,0,0,0, false
1070287,34, , suburban, no, false,8,1,364, true,0.0, B, false, true,36.75,323.0,39.99,17.5,0.0,-0.1,-0.0382,0.0,0.0,0.0,0.0,-9.774050536,0.0,12,0.0,0,0,0, true
1053989,64, , town, yes, false,3,1,465, true,0.0, C, false, true,36.7,136.0,44.99,0.0,1.71,-2.72,-0.034,11.23,2.0,3.67,1.746529333,-3.94561526,6.67,16,0.0,0,0,0, true
1053388,34, clerical, , yes, false,9,2,265, true,149.99, B, false, true,34.99,240.75,44.99,0.0,0.0,-2.375,0.0,23.88,6.67,0.0,1.123977188,-0.04743804099999999,4.33,16,0.0,0,0,0, false
1029796,54, professional, town, yes, true,6,1,635, true,0.0, D, false, true,73.23,241.5,79.99,0.0,0.0,-2.21,-0.005,26.6,15.0,5.67,2.4668,-5.539868276,12.67,21,0.0,0,0,0, false
1036085,0, , , unknown, false,0,1,590, true,0.0, F, true, false,42.12,174.0,39.98,0.0,0.0,-0.3,-0.0098,33.07,26.67,13.67,1.5827757390000001,4.290076041,6.33,19,2.0,0,0,0, false
1060460,64, professional, suburban, no, false,3,2,318, true,149.99, E, false, true,81.25,825.5,79.99,0.0,0.0,2.33,-0.1054,336.04,14.67,2.67,1.375888125,8.347722582000001,24.67,10,1.67,0,0,0, true
1002283,30, student, suburban, no, false,5,3,397, true,29.99, A, false, true,68.81,465.5,49.99,50.25,0.0,4.45,0.8004,140.12,85.0,19.33,1.182608696,19.685080300000003,13.0,41,0.0,0,0,0, true
1048179,46, , , unknown, false,7,1,407, true,0.0, B, false, true,76.23,717.0,57.91,74.25,0.0,-2.68,-0.1656,292.54,21.33,4.33,0.796421301,-1.719271223,7.67,13,0.0,0,0,0, true
1076305,34, , , yes, false,3,2,73, true,149.99, E, false, true,105.1,981.75,49.99,91.5,0.8,-0.815,0.2192,135.08,26.67,6.33,1.334204095,-16.96346053,16.0,7,1.33,0,0,0, true
