customer, age, occupation, regionType,marriageStatus, children, income,numHandsets,handsetAge,smartPhone,currentHandsetPrice, creditRating,homeOwner, creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
1037589,40, professional, , no, true,7,3,236, true,129.99, E, false, true,249.72,1736.5,44.99,582.5,8.48,24.65,6.0486,283.26,69.67,21.33,1.0825707009999999,6.2084324660000005,13.67,23,2.67,0,0,0, true
1076985,32, , town, unknown, false,6,4,190, true,99.99, B, false, true,38.22,495.25,44.99,0.25,2.89,2.335,0.1478,37.73,13.67,0.0,0.540322581,-9.142711242,37.67,11,8.0,0,0,0, true
1076682,0, , , no, false,5,1,330, true,0.0, B, true, false,38.39,474.25,44.99,0.0,3.4,0.275,0.0824,186.51,5.67,4.0,1.089100089,4.449767629,2.0,11,0.0,0,0,0, true
1023911,68, , , yes, false,3,3,192, true,9.99, D, true, false,71.67,1062.0,67.49,71.0,0.0,-3.12,-0.4336,408.66,48.0,18.67,1.221035296,7.866713924,12.0,21,0.0,0,0,0, false
1080089,52, , town, yes, true,2,1,317, true,0.0, C, false, true,51.17,106.75,59.99,0.0,0.93,1.025,-0.0038,1.8,5.33,0.33,9.4175,6.814869787,3.0,11,0.0,0,0,0, false
1070287,34, , suburban, no, false,8,1,364, true,0.0, B, false, true,36.75,323.0,39.99,17.5,0.0,-0.1,-0.0382,0.0,0.0,0.0,0.0,-9.774050536,0.0,12,0.0,0,0,0, true
1034218,48, crafts, , yes, true,6,2,257, true,9.99, B, false, true,92.97,813.0,59.99,119.75,6.31,2.48,0.6248,137.25,59.67,5.33,3.1265740739999996,-9.147310363999999,49.0,18,0.0,0,0,0, false
1033923,52, , suburban, unknown, false,0,1,723, false,0.0, B, true, false,32.49,61.0,32.49,0.0,0.0,0.06,0.0,7.94,6.0,1.0,1.4221453290000001,-5.879724317999999,1.0,24,0.0,0,0,0, true
1050562,24, student, , no, false,2,1,495, true,0.0, B, false, true,51.23,147.25,59.99,0.0,0.0,-2.445,-0.0248,23.58,14.67,0.0,2.027916667,2.790690386,0.33,17,0.0,0,0,0, true
1057360,30, professional, suburban, yes, false,5,2,208, true,9.99, B, false, no,8.09,32.25,4.84,0.0,0.0,-0.245,0.1032,0.0,0.33,0.0,0.884659746,-4.0048822930000005,0.33,15,0.0,0,0,0, false
1004611,0, , s, unknown, false,0,2,591, true,29.99, A, true, false,57.47,352.75,63.75,0.0,1.65,-3.035,-1.0386,87.02,11.0,0.33,4.541433655,-2.38069196,9.0,33,0.0,0,0,1, true
1090948,40, professional, s, yes, false,5,1,314, true,0.0, D, false, true,50.53,163.5,59.99,0.75,0.0,5.09,0.0126,6.38,4.33,2.33,2.0825,-11.06034944,1.0,11,0.33,0,0,0, false
1032249,24, , , unknown, false,0,2,399, true,29.99, E, true, false,47.12,277.25,45.16,0.0,0.0,2.815,0.0574,100.76,3.33,0.67,2.432494279,7.8497227910000005,0.33,19,1.33,0,0,0, false
